Sample	BAM
BA2236_60821b95-89ee-421c-8a84-7f57144be6fe.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2236_60821b95-89ee-421c-8a84-7f57144be6fe.rna_seq.genomic.gdc_realn.bam']
BA2239_59133317-f92b-470f-9f89-e37c00292b39.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2239_59133317-f92b-470f-9f89-e37c00292b39.rna_seq.genomic.gdc_realn.bam']
BA2240_8575baf1-62d6-4f22-b9c1-aecfea1e6b5a.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2240_8575baf1-62d6-4f22-b9c1-aecfea1e6b5a.rna_seq.genomic.gdc_realn.bam']
BA2242_63cf632b-4232-4172-ba8f-bc63dbe8313f.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2242_63cf632b-4232-4172-ba8f-bc63dbe8313f.rna_seq.genomic.gdc_realn.bam']
BA2244_f7b9b08f-f6a2-4a51-915c-bb6223dd3804.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2244_f7b9b08f-f6a2-4a51-915c-bb6223dd3804.rna_seq.genomic.gdc_realn.bam']
BA2245_91d11431-ad77-464c-a75e-16218a1f739f.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2245_91d11431-ad77-464c-a75e-16218a1f739f.rna_seq.genomic.gdc_realn.bam']
BA2248_2466145a-c5f4-48a6-af37-f86da204da4e.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2248_2466145a-c5f4-48a6-af37-f86da204da4e.rna_seq.genomic.gdc_realn.bam']
BA2249_839cfbaa-2f57-4339-b6d0-b386e1b8773f.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2249_839cfbaa-2f57-4339-b6d0-b386e1b8773f.rna_seq.genomic.gdc_realn.bam']
BA2251_dc6bdc92-3137-4e1c-b085-72af7714c4f1.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2251_dc6bdc92-3137-4e1c-b085-72af7714c4f1.rna_seq.genomic.gdc_realn.bam']
BA2256_d4b3b688-d7e4-4300-939f-4b40662da6fe.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2256_d4b3b688-d7e4-4300-939f-4b40662da6fe.rna_seq.genomic.gdc_realn.bam']
BA2260_0f4fc679-b1a9-46de-9e4a-f4ad8ae37cae.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2260_0f4fc679-b1a9-46de-9e4a-f4ad8ae37cae.rna_seq.genomic.gdc_realn.bam']
BA2261_5f9672b5-fbfd-4794-9f48-d14e0554f4b6.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2261_5f9672b5-fbfd-4794-9f48-d14e0554f4b6.rna_seq.genomic.gdc_realn.bam']
BA2269_91d4f85c-e3af-4e4d-92ad-5f46d2693ee8.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2269_91d4f85c-e3af-4e4d-92ad-5f46d2693ee8.rna_seq.genomic.gdc_realn.bam']
BA2271_9fca8ff8-06f5-489d-a5d7-dace60b3b4d7.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2271_9fca8ff8-06f5-489d-a5d7-dace60b3b4d7.rna_seq.genomic.gdc_realn.bam']
BA2272_5c489b60-ab14-4fbe-83cb-a91a7d6a18ac.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2272_5c489b60-ab14-4fbe-83cb-a91a7d6a18ac.rna_seq.genomic.gdc_realn.bam']
BA2273_6b7112fa-2dbe-4840-8fe0-46c3347cc69d.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2273_6b7112fa-2dbe-4840-8fe0-46c3347cc69d.rna_seq.genomic.gdc_realn.bam']
BA2275_79063372-51ff-47dc-8b9c-a66821bc6579.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2275_79063372-51ff-47dc-8b9c-a66821bc6579.rna_seq.genomic.gdc_realn.bam']
BA2276_f4aa765d-aad3-4aba-b843-cda9ba9941a3.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2276_f4aa765d-aad3-4aba-b843-cda9ba9941a3.rna_seq.genomic.gdc_realn.bam']
BA2277_944ccae3-102b-4671-af60-0d73035df5eb.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2277_944ccae3-102b-4671-af60-0d73035df5eb.rna_seq.genomic.gdc_realn.bam']
BA2280_7fef222e-f509-42ea-a7b3-dc9aa581859e.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2280_7fef222e-f509-42ea-a7b3-dc9aa581859e.rna_seq.genomic.gdc_realn.bam']
BA2281_76045906-1dfe-4820-bb6b-30aefe68df68.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2281_76045906-1dfe-4820-bb6b-30aefe68df68.rna_seq.genomic.gdc_realn.bam']
BA2282_367c69de-f473-44d8-9e76-91e7e08f1c50.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2282_367c69de-f473-44d8-9e76-91e7e08f1c50.rna_seq.genomic.gdc_realn.bam']
BA2283_d6c275bb-a79d-40cd-a6dd-fc5fed10a0a5.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2283_d6c275bb-a79d-40cd-a6dd-fc5fed10a0a5.rna_seq.genomic.gdc_realn.bam']
BA2286_a459c5e5-0e2a-40c7-920e-a42d49ff4cd1.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2286_a459c5e5-0e2a-40c7-920e-a42d49ff4cd1.rna_seq.genomic.gdc_realn.bam']
BA2288_45b3c6a7-50e8-495f-9984-c2f94a3961ad.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2288_45b3c6a7-50e8-495f-9984-c2f94a3961ad.rna_seq.genomic.gdc_realn.bam']
BA2292_4a04bbfc-e2b5-48a1-8825-80d798ba9904.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2292_4a04bbfc-e2b5-48a1-8825-80d798ba9904.rna_seq.genomic.gdc_realn.bam']
BA2294_c0981e9c-1d1c-493d-a004-d38af5610a87.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2294_c0981e9c-1d1c-493d-a004-d38af5610a87.rna_seq.genomic.gdc_realn.bam']
BA2296_231b9640-5401-43ed-8cf0-b4283b07a660.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2296_231b9640-5401-43ed-8cf0-b4283b07a660.rna_seq.genomic.gdc_realn.bam']
BA2300_f942eebe-b696-4712-ae9f-cbb82d954c3a.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2300_f942eebe-b696-4712-ae9f-cbb82d954c3a.rna_seq.genomic.gdc_realn.bam']
BA2301_e3a34ec2-bc92-4423-9654-1632e20fdab5.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2301_e3a34ec2-bc92-4423-9654-1632e20fdab5.rna_seq.genomic.gdc_realn.bam']
BA2302_682b7e00-0abe-4e56-90ef-12fcd50e84d1.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2302_682b7e00-0abe-4e56-90ef-12fcd50e84d1.rna_seq.genomic.gdc_realn.bam']
BA2304_b3277956-0123-435c-8b0c-1881e0df2d97.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2304_b3277956-0123-435c-8b0c-1881e0df2d97.rna_seq.genomic.gdc_realn.bam']
BA2306_9cce4ac2-c75b-4278-9ce4-eba363a27350.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2306_9cce4ac2-c75b-4278-9ce4-eba363a27350.rna_seq.genomic.gdc_realn.bam']
BA2308_00d0c9e3-25e6-4a06-867c-cb398cf17d5a.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2308_00d0c9e3-25e6-4a06-867c-cb398cf17d5a.rna_seq.genomic.gdc_realn.bam']
BA2309_ae204fec-40e8-438d-acea-1a7d4a8c636d.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2309_ae204fec-40e8-438d-acea-1a7d4a8c636d.rna_seq.genomic.gdc_realn.bam']
BA2311_4c8ce5cc-17c8-4585-9e3c-600501ec8433.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2311_4c8ce5cc-17c8-4585-9e3c-600501ec8433.rna_seq.genomic.gdc_realn.bam']
BA2312_e011ff64-be91-45e3-9817-aebccc080df5.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2312_e011ff64-be91-45e3-9817-aebccc080df5.rna_seq.genomic.gdc_realn.bam']
BA2316_a4a8ed97-2e40-45ae-95e3-c9f2c456d98d.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2316_a4a8ed97-2e40-45ae-95e3-c9f2c456d98d.rna_seq.genomic.gdc_realn.bam']
BA2322_3d70d642-9f52-44e8-9e63-67a4387b168e.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2322_3d70d642-9f52-44e8-9e63-67a4387b168e.rna_seq.genomic.gdc_realn.bam']
BA2325_6ef72328-988f-4e86-b29d-98ab886fc851.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2325_6ef72328-988f-4e86-b29d-98ab886fc851.rna_seq.genomic.gdc_realn.bam']
BA2326_c8bae0bf-5f42-4672-ac89-e82103039f66.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2326_c8bae0bf-5f42-4672-ac89-e82103039f66.rna_seq.genomic.gdc_realn.bam']
BA2329_621a40bb-f00c-4ec7-8136-7fd8a8ec5f9b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2329_621a40bb-f00c-4ec7-8136-7fd8a8ec5f9b.rna_seq.genomic.gdc_realn.bam']
BA2334_2185f10d-edd6-4898-8a28-bfbb764ef0da.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2334_2185f10d-edd6-4898-8a28-bfbb764ef0da.rna_seq.genomic.gdc_realn.bam']
BA2339_bde44601-6391-43b1-8eab-2bc434bfa95c.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2339_bde44601-6391-43b1-8eab-2bc434bfa95c.rna_seq.genomic.gdc_realn.bam']
BA2341_c55e02aa-b8e3-4df5-9424-0e717b4517d8.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2341_c55e02aa-b8e3-4df5-9424-0e717b4517d8.rna_seq.genomic.gdc_realn.bam']
BA2344_9d176cef-9e5e-4cb2-9e5f-01603b07b49e.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2344_9d176cef-9e5e-4cb2-9e5f-01603b07b49e.rna_seq.genomic.gdc_realn.bam']
BA2347_d0797951-5641-4f42-a655-e691cf0d47da.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2347_d0797951-5641-4f42-a655-e691cf0d47da.rna_seq.genomic.gdc_realn.bam']
BA2348_9a713ad7-5593-4d30-9e77-23b9d09efbf8.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2348_9a713ad7-5593-4d30-9e77-23b9d09efbf8.rna_seq.genomic.gdc_realn.bam']
BA2350_75a98be1-41d5-4a7e-84b2-01d0306662d8.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2350_75a98be1-41d5-4a7e-84b2-01d0306662d8.rna_seq.genomic.gdc_realn.bam']
BA2354_ed3808a7-1b33-42a5-bf9c-04c235c494db.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2354_ed3808a7-1b33-42a5-bf9c-04c235c494db.rna_seq.genomic.gdc_realn.bam']
BA2355_fd7585c5-726c-4141-b48d-f52d580728bf.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2355_fd7585c5-726c-4141-b48d-f52d580728bf.rna_seq.genomic.gdc_realn.bam']
BA2357_4ed93b93-eb1b-4892-b7ef-72ce87dfbbff.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2357_4ed93b93-eb1b-4892-b7ef-72ce87dfbbff.rna_seq.genomic.gdc_realn.bam']
BA2360_a1b3ecff-9d36-4488-8161-0bb66a403e9f.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2360_a1b3ecff-9d36-4488-8161-0bb66a403e9f.rna_seq.genomic.gdc_realn.bam']
BA2361_4d2e6f96-7e86-4001-a990-05a7213174f6.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2361_4d2e6f96-7e86-4001-a990-05a7213174f6.rna_seq.genomic.gdc_realn.bam']
BA2363_487b1c38-a237-4161-9f72-e93c72a69a97.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2363_487b1c38-a237-4161-9f72-e93c72a69a97.rna_seq.genomic.gdc_realn.bam']
BA2369_f24b01de-f99e-467b-a151-cf43857ddb04.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2369_f24b01de-f99e-467b-a151-cf43857ddb04.rna_seq.genomic.gdc_realn.bam']
BA2374_51169392-80a9-4789-8240-9dc4bab894d8.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2374_51169392-80a9-4789-8240-9dc4bab894d8.rna_seq.genomic.gdc_realn.bam']
BA2375_c46adeec-470e-4e1a-81ca-037a128ba3fb.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2375_c46adeec-470e-4e1a-81ca-037a128ba3fb.rna_seq.genomic.gdc_realn.bam']
BA2376_46a85d70-401e-4daa-a095-3d12364a4508.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2376_46a85d70-401e-4daa-a095-3d12364a4508.rna_seq.genomic.gdc_realn.bam']
BA2377_c93d8113-ae2b-4d6a-bd1f-7baf98f68c05.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2377_c93d8113-ae2b-4d6a-bd1f-7baf98f68c05.rna_seq.genomic.gdc_realn.bam']
BA2379_904bb295-3ff7-4fb9-966f-52918af4f9fb.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2379_904bb295-3ff7-4fb9-966f-52918af4f9fb.rna_seq.genomic.gdc_realn.bam']
BA2381_af2b03cd-9e32-4db3-a78a-b9be6c934819.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2381_af2b03cd-9e32-4db3-a78a-b9be6c934819.rna_seq.genomic.gdc_realn.bam']
BA2385_428e272d-7f92-4c9a-ac8c-3900a8de94b9.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2385_428e272d-7f92-4c9a-ac8c-3900a8de94b9.rna_seq.genomic.gdc_realn.bam']
BA2386_56a862f2-9aed-4d74-bd4d-96f00e3a93aa.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2386_56a862f2-9aed-4d74-bd4d-96f00e3a93aa.rna_seq.genomic.gdc_realn.bam']
BA2387_fa41862f-5da8-4eac-a30d-87a385e09308.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2387_fa41862f-5da8-4eac-a30d-87a385e09308.rna_seq.genomic.gdc_realn.bam']
BA2390_4c50025e-dfc3-47ce-94d6-cb8fb784922d.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2390_4c50025e-dfc3-47ce-94d6-cb8fb784922d.rna_seq.genomic.gdc_realn.bam']
BA2392_f107fe5a-8a7c-491e-9a3a-3a9ddee7dccc.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2392_f107fe5a-8a7c-491e-9a3a-3a9ddee7dccc.rna_seq.genomic.gdc_realn.bam']
BA2394_cc55d51c-fba4-4803-b833-56e96ee973c2.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2394_cc55d51c-fba4-4803-b833-56e96ee973c2.rna_seq.genomic.gdc_realn.bam']
BA2399_26461efa-7216-404f-9acd-b95e1f6dfefc.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2399_26461efa-7216-404f-9acd-b95e1f6dfefc.rna_seq.genomic.gdc_realn.bam']
BA2400_46e44767-eba1-44ca-a409-d2dfd29d8a85.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2400_46e44767-eba1-44ca-a409-d2dfd29d8a85.rna_seq.genomic.gdc_realn.bam']
BA2402_5bf68c7c-9e5d-41d6-af20-eb18588e443d.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2402_5bf68c7c-9e5d-41d6-af20-eb18588e443d.rna_seq.genomic.gdc_realn.bam']
BA2405_a5f9a73c-4ffc-4bac-a48b-157d907dacb7.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2405_a5f9a73c-4ffc-4bac-a48b-157d907dacb7.rna_seq.genomic.gdc_realn.bam']
BA2406_e29a22cd-ecc7-4881-9871-63dd76ea3790.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2406_e29a22cd-ecc7-4881-9871-63dd76ea3790.rna_seq.genomic.gdc_realn.bam']
BA2409_5d4e638f-31fb-48ad-8e62-1d9f66604d68.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2409_5d4e638f-31fb-48ad-8e62-1d9f66604d68.rna_seq.genomic.gdc_realn.bam']
BA2410_fc706d03-ea2b-4591-872a-04f921622d15.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2410_fc706d03-ea2b-4591-872a-04f921622d15.rna_seq.genomic.gdc_realn.bam']
BA2412_4fdf67e1-1b6d-47bf-a5d0-3846a34be773.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2412_4fdf67e1-1b6d-47bf-a5d0-3846a34be773.rna_seq.genomic.gdc_realn.bam']
BA2413_fa65f37c-9d73-469c-b79b-758342da01ea.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2413_fa65f37c-9d73-469c-b79b-758342da01ea.rna_seq.genomic.gdc_realn.bam']
BA2414_f717cb53-db12-4339-8889-f9610fe26f77.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2414_f717cb53-db12-4339-8889-f9610fe26f77.rna_seq.genomic.gdc_realn.bam']
BA2415_e9332d30-3f0f-422a-abb2-d10d9a1e44f7.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2415_e9332d30-3f0f-422a-abb2-d10d9a1e44f7.rna_seq.genomic.gdc_realn.bam']
BA2417_a8fe2e23-e8d6-42a3-b52d-fe21b8821327.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2417_a8fe2e23-e8d6-42a3-b52d-fe21b8821327.rna_seq.genomic.gdc_realn.bam']
BA2418_bbc1f69d-b48c-42c9-85f7-e39b2d0193e6.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2418_bbc1f69d-b48c-42c9-85f7-e39b2d0193e6.rna_seq.genomic.gdc_realn.bam']
BA2420_1a31dcfc-879d-4323-8ee7-2c4f66d1bc49.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2420_1a31dcfc-879d-4323-8ee7-2c4f66d1bc49.rna_seq.genomic.gdc_realn.bam']
BA2421_3561e087-4e0a-4ae7-8a6a-7bb7357aae3b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2421_3561e087-4e0a-4ae7-8a6a-7bb7357aae3b.rna_seq.genomic.gdc_realn.bam']
BA2423_a609c482-825f-4f05-a4ca-824385ba9280.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2423_a609c482-825f-4f05-a4ca-824385ba9280.rna_seq.genomic.gdc_realn.bam']
BA2425_08e2b1d6-a570-4122-906e-999a6295af99.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2425_08e2b1d6-a570-4122-906e-999a6295af99.rna_seq.genomic.gdc_realn.bam']
BA2426_172b7eed-999e-43b0-8b81-a2038d293a2c.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2426_172b7eed-999e-43b0-8b81-a2038d293a2c.rna_seq.genomic.gdc_realn.bam']
BA2427_f73f9416-33d1-4c57-90a2-1d3fa10a96f1.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2427_f73f9416-33d1-4c57-90a2-1d3fa10a96f1.rna_seq.genomic.gdc_realn.bam']
BA2429_2cff5e05-d712-4e85-9fec-fb1bd986adc0.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2429_2cff5e05-d712-4e85-9fec-fb1bd986adc0.rna_seq.genomic.gdc_realn.bam']
BA2430_94c02212-549a-4c05-ae2b-caa52f340f27.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2430_94c02212-549a-4c05-ae2b-caa52f340f27.rna_seq.genomic.gdc_realn.bam']
BA2437_2d96f341-d122-45d6-a97a-06236ad49fd8.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2437_2d96f341-d122-45d6-a97a-06236ad49fd8.rna_seq.genomic.gdc_realn.bam']
BA2440_5db21c97-33a9-4408-8d09-25112b2e5eea.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2440_5db21c97-33a9-4408-8d09-25112b2e5eea.rna_seq.genomic.gdc_realn.bam']
BA2441_365365a9-05a9-40aa-9d4d-b197fa80a75b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2441_365365a9-05a9-40aa-9d4d-b197fa80a75b.rna_seq.genomic.gdc_realn.bam']
BA2442_51690d3e-1fe3-4d13-8d2d-9a480d441dd6.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2442_51690d3e-1fe3-4d13-8d2d-9a480d441dd6.rna_seq.genomic.gdc_realn.bam']
BA2446_859ec042-2197-4b0d-b7f9-79a5fe2b117b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2446_859ec042-2197-4b0d-b7f9-79a5fe2b117b.rna_seq.genomic.gdc_realn.bam']
BA2448_9f72c48c-ab59-4284-a26d-ef1299165c0a.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2448_9f72c48c-ab59-4284-a26d-ef1299165c0a.rna_seq.genomic.gdc_realn.bam']
BA2449_b90dab5e-f1fb-461c-b6e5-8374730f3901.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2449_b90dab5e-f1fb-461c-b6e5-8374730f3901.rna_seq.genomic.gdc_realn.bam']
BA2450_b3cdfa7a-13b7-4d48-a1d0-ec4dc018c937.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2450_b3cdfa7a-13b7-4d48-a1d0-ec4dc018c937.rna_seq.genomic.gdc_realn.bam']
BA2452_2455aec8-3871-4d5a-a87e-d7033f2fbdc6.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2452_2455aec8-3871-4d5a-a87e-d7033f2fbdc6.rna_seq.genomic.gdc_realn.bam']
BA2454_ab0c63cc-e832-4b55-a209-54ec2a59c886.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2454_ab0c63cc-e832-4b55-a209-54ec2a59c886.rna_seq.genomic.gdc_realn.bam']
BA2455_5c229031-4e93-43b8-bc77-be22f7e2c254.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2455_5c229031-4e93-43b8-bc77-be22f7e2c254.rna_seq.genomic.gdc_realn.bam']
BA2456_c149771c-efcf-4b56-8fe4-6eb8451968c1.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2456_c149771c-efcf-4b56-8fe4-6eb8451968c1.rna_seq.genomic.gdc_realn.bam']
BA2459_9d5ff404-82e0-41ff-950a-7a616dd142ff.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2459_9d5ff404-82e0-41ff-950a-7a616dd142ff.rna_seq.genomic.gdc_realn.bam']
BA2461_d8979e27-e3ac-49d7-9fa8-df0b2f7bb421.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2461_d8979e27-e3ac-49d7-9fa8-df0b2f7bb421.rna_seq.genomic.gdc_realn.bam']
